"","id","uid","label","os","emoji_id","unicode","emoji"
"12696",12696,"ndwyjZpXjB2O4pu4UFXencxrBvNEi84f","happy","Linux aarch64",31,"1f61c","😜"
"12697",12697,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",171,"ae","®"
"12698",12698,"ndwyjZpXjB2O4pu4UFXencxrBvNEi84f","neutral","Linux aarch64",144,"1f339","🌹"
"12699",12699,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",89,"1f51d","🔝"
"12700",12700,"ndwyjZpXjB2O4pu4UFXencxrBvNEi84f","happy","Linux aarch64",1,"1f602","😂"
"12701",12701,"ndwyjZpXjB2O4pu4UFXencxrBvNEi84f","neutral","Linux aarch64",104,"1f613","😓"
"12702",12702,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",196,"1f369","🍩"
"12703",12703,"ndwyjZpXjB2O4pu4UFXencxrBvNEi84f","happy","Linux aarch64",43,"1f60e","😎"
"12704",12704,"ndwyjZpXjB2O4pu4UFXencxrBvNEi84f","neutral","Linux aarch64",121,"27a1","➡"
"12705",12705,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","surprised","Linux armv8l",123,"1f62c","😬"
"12706",12706,"ndwyjZpXjB2O4pu4UFXencxrBvNEi84f","neutral","Linux aarch64",3,"2665","♥"
"12707",12707,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",69,"1f61a","😚"
"12708",12708,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",133,"2716","✖"
"12709",12709,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",141,"1f52a","🔪"
"12710",12710,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",184,"1f4ab","💫"
"12711",12711,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",189,"1f4a8","💨"
"12712",12712,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",102,"1f388","🎈"
"12713",12713,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",50,"1f49e","💞"
"12714",12714,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",76,"1f44b","👋"
"12715",12715,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",27,"1f603","😃"
"12716",12716,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",55,"1f49b","💛"
"12717",12717,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",111,"1f493","💓"
"12718",12718,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","angry","Linux armv8l",178,"1f4a3","💣"
"12719",12719,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",62,"1f62a","😪"
"12720",12720,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","angry","Linux armv8l",86,"1f608","😈"
"12721",12721,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","afraid","Linux armv8l",72,"1f440","👀"
"12722",12722,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",97,"1f381","🎁"
"12723",12723,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",167,"1f3a7","🎧"
"12724",12724,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",63,"fffd","�"
"12725",12725,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",19,"1f609","😉"
"12726",12726,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",9,"1f495","💕"
"12727",12727,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",41,"2600","☀"
"12728",12728,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",31,"1f61c","😜"
"12729",12729,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",25,"1f483","💃"
"12730",12730,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",131,"1f46b","👫"
"12731",12731,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","surprised","Linux armv8l",81,"1f625","😥"
"12732",12732,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",116,"26a1","⚡"
"12733",12733,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",190,"1f3c8","🏈"
"12734",12734,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",195,"2591","░"
"12735",12735,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","surprised","Linux armv8l",90,"1f630","😰"
"12736",12736,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",149,"1f37b","🍻"
"12737",12737,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",142,"1f334","🌴"
"12738",12738,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",128,"1f31f","🌟"
"12739",12739,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",165,"1f3a4","🎤"
"12740",12740,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",87,"25ba","►"
"12741",12741,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",75,"2615","☕"
"12742",12742,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","afraid","Linux armv8l",64,"1f62b","😫"
"12743",12743,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",4,"1f60d","😍"
"12744",12744,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",191,"1f48d","💍"
"12745",12745,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",146,"279c","➜"
"12746",12746,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",35,"1f499","💙"
"12747",12747,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","sad","Linux armv8l",176,"1f63f","😿"
"12748",12748,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",74,"1f413","🐓"
"12749",12749,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",53,"1f4af","💯"
"12750",12750,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",110,"1f4a4","💤"
"12751",12751,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","angry","Linux armv8l",54,"1f52b","🔫"
"12752",12752,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",100,"2606","☆"
"12753",12753,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",14,"1f44d","👍"
"12754",12754,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","disgusted","Linux armv8l",61,"1f61d","😝"
"12755",12755,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","sad","Linux armv8l",82,"1f615","😕"
"12756",12756,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",39,"2605","★"
"12757",12757,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","disgusted","Linux armv8l",92,"1f611","😑"
"12758",12758,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",187,"1f337","🌷"
"12759",12759,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","surprised","Linux armv8l",108,"1f628","😨"
"12760",12760,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",83,"1f4a5","💥"
"12761",12761,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","sad","Linux armv8l",18,"1f60f","😏"
"12762",12762,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",199,"1f33b","🌻"
"12763",12763,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",30,"1f389","🎉"
"12764",12764,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",32,"262f","☯"
"12765",12765,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","angry","Linux armv8l",181,"1f632","😲"
"12766",12766,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",161,"1f485","💅"
"12767",12767,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",120,"1f3b5","🎵"
"12768",12768,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",144,"1f339","🌹"
"12769",12769,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",159,"1f649","🙉"
"12770",12770,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",163,"1f31a","🌚"
"12771",12771,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",124,"1f46f","👯"
"12772",12772,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",152,"1f341","🍁"
"12773",12773,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",139,"1f342","🍂"
"12774",12774,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",140,"1f48f","💏"
"12775",12775,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",162,"1f436","🐶"
"12776",12776,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",57,"1f49a","💚"
"12777",12777,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",136,"26c4","⛄"
"12778",12778,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",12,"263a","☺"
"12779",12779,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",119,"1f4a9","💩"
"12780",12780,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",58,"266b","♫"
"12781",12781,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",1,"1f602","😂"
"12782",12782,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",7,"1f60a","😊"
"12783",12783,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",65,"1f605","😅"
"12784",12784,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",185,"1f4da","📚"
"12785",12785,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","sad","Linux armv8l",37,"1f633","😳"
"12786",12786,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",183,"1f379","🍹"
"12787",12787,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",148,"1f4b0","💰"
"12788",12788,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",101,"1f340","🍀"
"12789",12789,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",132,"1f3c6","🏆"
"12790",12790,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","angry","Linux armv8l",98,"1f620","😠"
"12791",12791,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",121,"27a1","➡"
"12792",12792,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",70,"1f63b","😻"
"12793",12793,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",48,"1f634","😴"
"12794",12794,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",153,"2b50","⭐"
"12795",12795,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","surprised","Linux armv8l",104,"1f613","😓"
"12796",12796,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",96,"1f343","🍃"
"12797",12797,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",38,"1f497","💗"
"12798",12798,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",107,"270a","✊"
"12799",12799,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",23,"1f604","😄"
"12800",12800,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","happy","Linux armv8l",79,"1f355","🍕"
"12801",12801,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","neutral","Linux armv8l",129,"1f52e","🔮"
"12802",12802,"E80NemvUUXeaA9ANYkPtnXUMtKIGBUPy","afraid","Linux armv8l",147,"1f47b","👻"
"12803",12803,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","na","Win32",116,"26a1","⚡"
"12804",12804,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",162,"1f436","🐶"
"12805",12805,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",25,"1f483","💃"
"12806",12806,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","disgusted","Win32",109,"1f616","😖"
"12807",12807,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",145,"1f646","🙆"
"12808",12808,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",32,"262f","☯"
"12809",12809,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",76,"1f44b","👋"
"12810",12810,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",129,"1f52e","🔮"
"12811",12811,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","afraid","Win32",115,"1f637","😷"
"12812",12812,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",3,"2665","♥"
"12813",12813,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",83,"1f4a5","💥"
"12814",12814,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",142,"1f334","🌴"
"12815",12815,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",134,"261d","☝"
"12816",12816,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",201,"1f4d2","📒"
"12817",12817,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",189,"1f4a8","💨"
"12818",12818,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",6,"1f618","😘"
"12819",12819,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",91,"26bd","⚽"
"12820",12820,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","angry","Win32",141,"1f52a","🔪"
"12821",12821,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",169,"1f378","🍸"
"12822",12822,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",54,"1f52b","🔫"
"12823",12823,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",111,"1f493","💓"
"12824",12824,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",120,"1f3b5","🎵"
"12825",12825,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","disgusted","Win32",150,"1f645","🙅"
"12826",12826,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","disgusted","Win32",59,"1f61e","😞"
"12827",12827,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",61,"1f61d","😝"
"12828",12828,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",74,"1f413","🐓"
"12829",12829,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","surprised","Win32",130,"2757","❗"
"12830",12830,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",138,"266a","♪"
"12831",12831,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","surprised","Win32",108,"1f628","😨"
"12832",12832,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",12,"263a","☺"
"12833",12833,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",49,"1f3b6","🎶"
"12834",12834,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",56,"1f481","💁"
"12835",12835,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",139,"1f342","🍂"
"12836",12836,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","surprised","Win32",47,"1f64a","🙊"
"12837",12837,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",174,"2611","☑"
"12838",12838,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",71,"a9","©"
"12839",12839,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",37,"1f633","😳"
"12840",12840,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",1,"1f602","😂"
"12841",12841,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",62,"1f62a","😪"
"12842",12842,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",99,"1f427","🐧"
"12843",12843,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",165,"1f3a4","🎤"
"12844",12844,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",118,"1f384","🎄"
"12845",12845,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",127,"1f382","🎂"
"12846",12846,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",128,"1f31f","🌟"
"12847",12847,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",87,"25ba","►"
"12848",12848,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",40,"2588","█"
"12849",12849,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",135,"1f619","😙"
"12850",12850,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",153,"2b50","⭐"
"12851",12851,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",164,"1f47d","👽"
"12852",12852,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",55,"1f49b","💛"
"12853",12853,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",179,"1f37a","🍺"
"12854",12854,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",77,"270b","✋"
"12855",12855,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",93,"1f451","👑"
"12856",12856,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",82,"1f615","😕"
"12857",12857,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",19,"1f609","😉"
"12858",12858,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",113,"1f4a6","💦"
"12859",12859,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",96,"1f343","🍃"
"12860",12860,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",114,"2714","✔"
"12861",12861,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",89,"1f51d","🔝"
"12862",12862,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",147,"1f47b","👻"
"12863",12863,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",192,"2614","☔"
"12864",12864,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","sad","Win32",15,"1f629","😩"
"12865",12865,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",33,"1f338","🌸"
"12866",12866,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",95,"1f449","👉"
"12867",12867,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",180,"25b6","▶"
"12868",12868,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","afraid","Win32",186,"1f636","😶"
"12869",12869,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","angry","Win32",107,"270a","✊"
"12870",12870,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","angry","Win32",112,"1f44e","👎"
"12871",12871,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",196,"1f369","🍩"
"12872",12872,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",94,"1f639","😹"
"12873",12873,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",60,"1f606","😆"
"12874",12874,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",187,"1f337","🌷"
"12875",12875,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",156,"2501","━"
"12876",12876,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",10,"1f44f","👏"
"12877",12877,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",170,"1f377","🍷"
"12878",12878,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","afraid","Win32",29,"1f631","😱"
"12879",12879,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",140,"1f48f","💏"
"12880",12880,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",131,"1f46b","👫"
"12881",12881,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",188,"1f49d","💝"
"12882",12882,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",70,"1f63b","😻"
"12883",12883,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",2,"2764","❤"
"12884",12884,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",100,"2606","☆"
"12885",12885,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",126,"1f33f","🌿"
"12886",12886,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",195,"2591","░"
"12887",12887,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",185,"1f4da","📚"
"12888",12888,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",52,"1f525","🔥"
"12889",12889,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",132,"1f3c6","🏆"
"12890",12890,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",35,"1f499","💙"
"12891",12891,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","angry","Win32",86,"1f608","😈"
"12892",12892,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",159,"1f649","🙉"
"12893",12893,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","angry","Win32",178,"1f4a3","💣"
"12894",12894,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",73,"1f498","💘"
"12895",12895,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",14,"1f44d","👍"
"12896",12896,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","neutral","Win32",53,"1f4af","💯"
"12897",12897,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","happy","Win32",199,"1f33b","🌻"
"12898",12898,"cD6eksJ6dvvbD0dGfzLnSQ5FHXiVH1ff","angry","Win32",67,"1f480","💀"
"12899",12899,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","disgusted","iPhone",119,"1f4a9","💩"
"12900",12900,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","angry","iPhone",108,"1f628","😨"
"12901",12901,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","happy","iPhone",114,"2714","✔"
"12902",12902,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","happy","iPhone",172,"1f349","🍉"
"12903",12903,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","afraid","iPhone",90,"1f630","😰"
"12904",12904,"VJBx1XcDh6wTFvDZVzdKHtq5lBDxyQBn","happy","Win32",127,"1f382","🎂"
"12905",12905,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","happy","iPhone",173,"1f607","😇"
"12906",12906,"VJBx1XcDh6wTFvDZVzdKHtq5lBDxyQBn","neutral","Win32",175,"1f3c3","🏃"
"12907",12907,"VJBx1XcDh6wTFvDZVzdKHtq5lBDxyQBn","neutral","Win32",30,"1f389","🎉"
"12908",12908,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","afraid","iPhone",105,"1f623","😣"
"12909",12909,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","neutral","iPhone",48,"1f634","😴"
"12910",12910,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","happy","iPhone",120,"1f3b5","🎵"
"12911",12911,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","happy","iPhone",117,"1f64b","🙋"
"12912",12912,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","angry","iPhone",141,"1f52a","🔪"
"12913",12913,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","neutral","iPhone",189,"1f4a8","💨"
"12914",12914,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","happy","iPhone",45,"1f48b","💋"
"12915",12915,"fH7l4MGn2J59XAMlav4qZe6SVBP3fgIR","neutral","Win32",165,"1f3a4","🎤"
"12916",12916,"fH7l4MGn2J59XAMlav4qZe6SVBP3fgIR","happy","Win32",41,"2600","☀"
"12917",12917,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","sad","iPhone",176,"1f63f","😿"
"12918",12918,"fH7l4MGn2J59XAMlav4qZe6SVBP3fgIR","neutral","Win32",71,"a9","©"
"12919",12919,"fH7l4MGn2J59XAMlav4qZe6SVBP3fgIR","neutral","Win32",175,"1f3c3","🏃"
"12920",12920,"Y2qT4hxvmUS1eU0tfZYzvRwBFmHz8gxc","neutral","iPhone",182,"1f3b8","🎸"
"12921",12921,"fH7l4MGn2J59XAMlav4qZe6SVBP3fgIR","sad","Win32",112,"1f44e","👎"
